Row,Column,Anomaly Message,Anomaly Score
434,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
437,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
438,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
439,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
441,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
442,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
443,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
444,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
445,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
446,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
447,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
448,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
450,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
451,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
452,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
453,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
454,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
455,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
456,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
457,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
458,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
459,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
460,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
461,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
462,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
463,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
464,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
466,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
467,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
468,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
469,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
471,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
472,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
473,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
474,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
475,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
477,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
478,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
479,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
481,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
482,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
483,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
485,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
486,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
487,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
488,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
489,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
490,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
491,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
492,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
493,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
494,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
495,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
496,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
497,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
498,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
499,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
500,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
501,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
502,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
505,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
506,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
507,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
509,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
510,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
511,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
512,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
513,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
514,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
515,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
516,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
517,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
518,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
519,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
520,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
521,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
522,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
523,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
524,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
525,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
526,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
527,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
528,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
529,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
532,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
533,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
534,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
535,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
537,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
538,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
539,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
540,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
541,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
543,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
544,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
545,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
546,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
547,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
548,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
549,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
550,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
551,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
552,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
554,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
555,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
556,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
557,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
558,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
559,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
560,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
561,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
562,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
563,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
564,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
565,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
567,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
568,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
569,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
570,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
572,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
574,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
575,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
576,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
578,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
580,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
581,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
582,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
584,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
585,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
588,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
589,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
591,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
593,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
594,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
595,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
596,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
597,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
598,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
599,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
601,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
602,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
603,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
604,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
605,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
606,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
607,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
608,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
609,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
610,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
611,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
612,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
613,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
614,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
615,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
616,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
617,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
618,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
619,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
620,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
622,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
623,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
624,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
625,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
626,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
628,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
629,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
630,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
631,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
632,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
633,Country,"Invalid data in 'Country'. Expected: Report the domicile of the obligor (as defined in the FR Y-9C Glossary entry for ""domicile""). with allowed values Use the 2 letter Country Code22.",1
